"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.044112038E2,1.169027710E1,5.405096817E1,-2.363895416E1
3.044509418E2,6.033340454E0,4.988201523E1,-2.205893707E1
3.044906798E2,1.566230774E0,4.775337982E1,-1.349350739E1
3.045304178E2,9.676666260E-1,4.743508148E1,-7.934707642E0
3.045701568E2,2.245788574E-1,4.654869080E1,-8.081893921E0
3.046098949E2,-3.708343506E-1,4.523331070E1,-9.250640869E0
3.046496329E2,-4.621467590E-1,4.501406479E1,-7.535758972E0
3.046893709E2,-9.415473938E-1,4.511491394E1,-5.569297791E0
3.047291089E2,2.368316650E-1,4.516746902E1,1.306632996E0
3.047688469E2,-3.431053162E-1,4.457549286E1,6.660095215E0
3.048085849E2,-2.015377045E0,4.381290817E1,1.147842407E1
3.048483229E2,-2.149684906E0,4.286606598E1,1.567623901E1
3.048880609E2,-2.993835449E0,4.146126175E1,2.039425659E1
3.049277989E2,-4.090286255E0,4.000413132E1,2.392377472E1
3.049675369E2,-5.884944916E0,3.816526413E1,2.724995422E1
3.050072749E2,-7.085468292E0,3.690182495E1,2.862741852E1
3.050470129E2,-7.544754028E0,3.719746399E1,2.848801422E1
3.050867509E2,-7.266250610E0,3.891356659E1,2.609362793E1
3.051264889E2,-6.566032410E0,4.171660614E1,2.176194000E1
3.051662269E2,-4.110622406E0,4.484692764E1,1.575735474E1
3.052059649E2,-2.069198608E0,4.726600266E1,8.439445496E0
3.052457029E2,1.662063599E0,4.828190994E1,1.693161011E0
3.052854409E2,7.064422607E0,4.977019119E1,-5.871208191E0
3.053251789E2,1.072762299E1,5.327796936E1,-1.658701324E1
3.053649169E2,4.644088745E0,5.517081070E1,-2.471328735E1
3.054046549E2,-8.174095154E-1,5.308290482E1,-2.157195282E1
3.054443929E2,-9.973831177E-1,5.097421646E1,-1.302983093E1
3.054841309E2,-3.168792725E-1,4.876378632E1,-8.718322754E0
3.055238699E2,1.516319275E0,4.608388901E1,-1.060305786E1
