"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.337208321E1,1.511521041E-1,1.280177355E0,2.135215551E-1
1.341237521E1,7.397756726E-2,1.051278830E0,3.017323315E-1
1.345266721E1,6.674870849E-2,-2.726725303E-2,3.592814803E-1
1.349295921E1,2.162658572E-1,-1.301002145E0,-1.140440628E-1
1.353325021E1,2.544998169E0,-9.184690475E0,-1.291451454E-1
1.357354221E1,5.598606110E0,5.893380165E0,-1.686131597E0
1.361383421E1,5.272741795E0,5.283994079E-1,-4.753923416E0
1.365412621E1,1.046002209E-1,-2.626336575E0,-3.850417614E0
1.369441821E1,1.468864918E0,3.461180210E0,1.654160261E0
1.373470983E1,2.643817365E-1,-7.403828502E-1,1.483109713E0
1.377500083E1,1.888341606E-1,-3.892739058E0,8.284711838E-1
1.381529283E1,1.670330882E0,-6.138677120E0,-8.292294741E-1
1.385558483E1,-4.123442650E0,3.341788530E0,-4.073064804E0
1.389587683E1,2.329961360E-1,-3.489301801E-1,3.784361362E0
1.393616883E1,2.076485157E-1,4.836257458E0,6.677809238E0
1.397646083E1,-1.825381875E0,2.501274109E0,2.575049400E0
1.401675183E1,-5.642732978E-1,2.030361891E0,-7.386593223E-1
1.405704383E1,-7.308070660E-1,-4.321006238E-1,2.174055874E-1
1.409733583E1,-9.983668923E-1,-1.035132051E0,-7.482641339E-1
1.413762783E1,-1.582825422E0,-3.544403315E-1,-8.535597920E-1
1.417791983E1,-1.086381435E0,2.673854232E-1,-5.070884246E-3
1.421821183E1,-1.572016954E0,7.405557632E-1,-1.603710055E-1
1.425850283E1,-1.744726300E0,1.767023206E0,2.207536809E-2
1.429879483E1,-1.120522857E0,1.561231375E0,1.796014458E-1
1.433908683E1,-6.321923137E-1,7.921594977E-1,3.178387880E-1
1.437937883E1,-8.868052959E-1,1.262815237E0,-2.746331394E-1
1.441967083E1,-1.083160877E0,1.286792159E0,-2.196107656E-1
1.445996283E1,-6.555991769E-1,1.258080959E0,3.205515072E-2
1.450025383E1,-5.022876263E-1,3.482507765E-1,2.472457662E-2
1.454054583E1,-5.745176673E-1,1.793353558E0,9.528864175E-2
1.458083783E1,-8.689311147E-1,2.349306583E0,1.556467381E-3
1.462112983E1,1.338611603E0,6.357223988E0,6.732532978E-1
1.466142183E1,3.549186468E0,2.285097837E0,2.610778570E0
1.470171383E1,1.527894378E0,-1.744790912E0,1.870409250E0
1.474200658E1,1.065468431E0,-4.692093849E0,1.170119047E0
1.478229758E1,6.343140602E-1,-3.004880667E0,4.180837050E-2
1.482258958E1,1.160186291E0,1.404118419E0,-7.013350725E-2
1.486288158E1,1.834487796E0,3.675643444E0,9.203474522E-1
1.490317358E1,6.118878126E-1,-1.075555325E0,6.036915183E-1
1.494346558E1,-4.088538587E-1,-1.232564449E0,-1.649268419E-1
1.498375758E1,-6.180078983E-1,4.147594869E-1,-4.429874122E-1
1.502404958E1,-7.395051718E-1,2.242719289E-3,-8.515559137E-2
1.506434058E1,-1.209055066E0,-1.563940167E0,-2.442690879E-1
1.510463258E1,6.933043599E-1,3.547580004E0,1.301676035E0
1.514492458E1,-3.009953499E0,3.266353846E0,-3.147215843E-1
1.518521658E1,3.604798555E0,6.687922478E-1,-1.297297478E0
1.522550858E1,1.135399342E-1,-7.465942502E-1,-1.044317484E0
1.526580058E1,-1.942922115E0,-2.207015038E0,-7.963312268E-1
1.530609258E1,-1.213330150E0,-2.994162083E0,-7.007607222E-1
1.534638458E1,-2.772713184E0,-8.171271324E0,-9.237471819E-1
1.538667558E1,7.830424309E-1,-3.821413517E0,-2.660714686E-1
1.542696758E1,1.485324264E0,2.805112362E0,5.535332561E-1
1.546725958E1,-1.222760797E0,6.898324490E0,9.900869131E-1
1.550755158E1,-3.014903545E0,7.758009911E0,4.662470520E-1
1.554784358E1,-2.054528236E0,5.039391041E0,2.596695721E-2
1.558813558E1,1.163071096E-1,-7.433972359E-1,2.823944688E-1
1.562842758E1,-1.062186837E0,-1.528662920E0,-1.551420242E-1
1.566871958E1,1.730135202E0,1.285900921E-1,9.978579283E-1
1.570901058E1,3.332408667E0,-2.156551838E0,1.290664554E0
1.574930208E1,3.627853632E0,1.575985551E0,7.517291307E-1
1.578959408E1,2.375257254E0,2.270212173E0,-1.204954833E-1
